ph
0.064478828
0.06562704
0.077815548
0.092602828
0.066018188
0.065666108
0.106878904
0.066400552
0.065770356
0.074615884
0.104011308
0.065698352
0.064954852
0.105470968
0.065787376
0.06612754
0.081155896
0.086519456
0.066115256
0.067376204
0.109084912
0.284305968
0.316295904
0.42588938
0.410030396
1.03707556
0.712490788
0.369080968
0.39618852
0.472934532
0.431870112
0.456386804
0.73511772
1.274343944
0.33624262
0.329762716
0.512338388
1.123988796
2.584637388
2.688451444
0.308150244
0.235981332
0.3251672
0.168505432
0.663708484
0.12866448
0.419995248
0.65684114
2.173232504
1.818557204
3.14546956
0.122107584
0.1148996
0.826529228
0.17064896
0.2886359
1.245642448
2.0488471
2.871868852
3.563554224
3.631116584
3.451261688
4.233020728
2.461414652
0.621875184
0.56955732
0.538994828
0.593594544
0.835804532
0.791284232
0.794513736
0.737970476
1.312080492
0.69417354
0.714308032
0.993309604
0.896896824
0.702119076
0.57261852
0.534264004
0.5875915
0.622927876
0.624673176
0.6138081
0.650672684
0.431632484
0.64887144
0.79609806
1.072419432
0.79731296
0.262585952
0.096790824
0.066087132
0.077904256
0.09930278
0.065895912
0.06611776
0.105413716
0.065609012
0.065378056
0.081545076
0.091202296
0.06611464
0.065983304
0.110913568
0.065860504
0.066280796
0.10544342
0.065473464
0.065468228
0.085692272
0.082138864
0.06591888
0.078625452
0.094223616
0.065556852
0.61177266
0.691420724
0.367706588
0.42733298
0.379096516
0.738735104
1.345000276
0.54229626
0.625187708
0.592700108
0.707076432
0.496094712
0.471683572
0.30128498
0.065713144
0.107038288
0.06591128
0.06521958
0.110127544
0.065036732
0.066266764
0.094676948
0.065004268
0.065382576
0.101951408
0.065672848
0.080783236
0.088025436
0.065808468
0.08716002
0.076203792
0.065513624
0.0976142
0.066064768
0.075444928
0.220313488
0.218720132
0.540160476
0.902695544
0.858770732
0.752246796
0.64465302
0.595633396
0.475223068
0.457322956
0.553171652
0.401742036
0.695879576
0.992561016
0.97367552
0.995820312
0.709382924
0.498072404
0.542682172
0.502181108
0.536781812
1.025429284
0.728837376
0.473381636
0.513773372
0.591312488
0.573265872
0.680376576
0.595701912
0.6636526
1.082885308
0.674769216
0.382385668
0.342746492
0.342106332
0.377117376
0.560441504
0.293632116
0.317332012
0.316464684
0.293618496
0.298593456
0.336033156
0.303517032
0.308438588
0.205911796
0.07333364
0.07324818
0.3938027
0.066880012
0.06634706
0.06485418
0.118056108
0.065138808
0.066444504
0.065423872
0.101936604
0.082046728
0.06537238
0.066008992
0.093682348
0.095435388
0.112404344
0.319000944
0.43230526
0.46463268
0.787367788
0.664113924
0.572042652
0.512932248
0.247715636
0.899973064
0.445984668
0.29751438
0.231347316
0.149124896
0.118295444
0.118074056
0.154658148
0.118630836
0.118043964
0.170115836
0.237905256
0.241941116
0.278034968
0.211157896
0.114836764
0.129523712
0.140947596
0.11221124
0.100754708
0.1309787
0.121727836
0.143261636
0.186470236
0.144982496
0.145058568
0.162095888
0.20033072
0.542888828
0.531080292
0.60024196
0.772089716
0.776367996
0.787604568
0.777502308
0.592729572
0.382158536
0.345838592
0.705674436
0.726904684
1.25258678
0.815972028
0.77776172
0.778704276
0.700615748
0.775939508
1.543782168
2.392854196
2.110875564
0.829311888
0.765035076
1.61677996
4.027567984
0.902001572
1.026579236
0.274992756
0.280162076
0.283261992
0.118088944
0.119188076
0.150321488
0.117987032
0.072393368
0.10693938
0.065525932
0.065999324
0.109033488
0.06520816
0.065363972
0.099921176
0.065739904
0.065611352
0.101529424
0.065489592
0.066214916
0.10648168
0.066111464
0.065953628
0.099934592
0.065113028
0.065971604
0.091597488
0.076297824
0.066128892
0.088736572
0.088992828
0.400988768
1.105278292
0.730926196
0.796145876
0.820843772
0.722886144
1.302014208
0.556454296
0.81424892
0.83383996
0.601985244
0.395167648
0.504189436
0.227845776
0.135654
0.852786332
0.094045504
0.212129764
0.212202596
0.21457832
1.19031978
1.623194276
3.073346136
0.115604032
0.151515992
0.118472916
0.116481208
0.269301944
0.243302972
0.270503088
0.32732188
0.187069876
0.116091228
0.150098228
0.17211634
0.372096096
0.438455816
0.393370292
0.7971775
0.653316532
0.519227328
0.518738552
0.548716228
0.55840128
0.544562208
0.566416488
0.570510688
0.602270116
0.738807188
0.57983304
0.747972124
0.456385356
0.523347652
0.481119008
0.498955604
1.16108732
1.101792644
2.053992732
2.335125004
3.166650508
3.064413496
2.00938172
1.530535804
1.376492612
1.08691322
0.714890152
1.18013058
0.931910392
0.355055116
0.392643012
0.320775564
0.08019344
0.066119452
0.11213378
0.32651298
0.065356952
0.078451584
0.103035796
0.06590442
0.065837228
0.100007636
0.06595744
0.065877648
0.100735892
0.065470096
0.065620848
0.103542012
0.067209084
0.066088564
0.09789236
0.066052564
0.066165672
0.097088596
0.06613658
0.23479692
0.3159163
0.3160009
0.350760548
0.314176124
0.356329804
0.352880988
0.308572052
0.32825064
0.321074328
0.213632724
1.188037716
0.653271416
0.576452424
0.428746964
0.27624626
0.193645304
0.225345032
0.467669776
0.3838317
0.09836074
0.105609776
0.188484092
0.198029872
0.22097464
0.180901344
0.185725608
0.233331488
0.357871024
0.392686504
0.329273932
0.12994614
0.117591492
0.118344832
0.164395108
0.117110012
0.118036612
0.114617996
0.094278228
0.06601666
0.245846492
0.40427596
0.510634708
0.635408364
0.643185524
0.467057284
0.33040506
0.362044016
0.579718532
0.625568356
0.61178358
0.751108396
0.76388662
0.916891888
0.66794182
0.594559976
0.597337344
0.62691092
0.60369784
1.438103244
0.766320984
0.739738664
1.861551828
2.207324352
1.802694652
0.717201956
0.499996584
0.39220998
0.38705858
0.865662728
1.249663056
0.60718028
0.624683716
0.593706948
0.59356324
0.41436618
0.11256282
0.064857416
0.09880192
0.077660968
0.066035856
0.082694484
0.080784128
0.065506092
0.085643244
0.08206512
0.06523072
0.10353886
0.067020268
0.065544384
0.065998736
0.110085384
0.066889292
0.066479564
0.065350308
0.106227264
0.076392168
0.065444672
0.066010896
0.167647236
0.27304024
0.722700124
0.392936972
0.21216314
0.239140516
0.293365044
0.775327636
0.763044164
0.507534764
0.544156808
0.515547
0.228009496
0.960084892
0.088253368
0.065694288
0.110778736
0.223578088
0.185930428
0.184653744
0.225928224
0.18347862
0.17320396
0.099748448
0.065579644
0.065736908
0.10167898
0.087695708
0.119377728
0.156222616
0.118053388
0.140950804
0.1626931
0.17146554
0.193426028
0.347605332
0.367259512
0.580477548
0.668161848
0.465748052
0.517174684
0.467968348
0.465928248
0.533624296
0.529921016
0.50757314
0.50604124
0.547867116
0.487846084
0.516954992
2.573120984
2.561286744
0.68641964
0.879421464
0.842201048
0.83086678
0.687839484
0.507653472
0.623509732
0.568480668
1.72612462
0.595122192
0.519945012
1.07918838
0.573886808
0.621163116
0.353910228
0.604134684
0.635116216
0.58722264
0.451651036
0.105292836
0.065802088
0.064474576
0.096029148
0.076005512
0.06520696
0.083886932
0.088687784
0.06573008
0.064569984
0.105546996
0.065791932
0.065466652
0.106931072
0.066107132
0.066374004
0.104871044
0.07264262
0.065531152
0.068018056
0.102887244
0.065459604
0.095562844
0.334056672
0.2929697
0.293575316
0.32132194
0.310941016
0.29454558
0.413525916
0.540230172
1.176282256
0.891510088
0.879827792
0.755237936
0.78121666
1.76618768
0.350349392
2.41979804
2.967239512
0.22577892
1.552576776
1.65109114
1.17614308
1.208571028
1.147650508
1.066316456
1.62740766
2.52198112
2.340704584
1.130689012
0.554671292
0.93196048
0.583275908
0.515370276
0.213366616
0.159263952
0.487550316
1.45204246
0.262898968
0.402914748
0.46935198
0.691974964
0.492567744
0.660146232
0.541822208
1.528424328
1.539428404
1.65763836
1.528217056
1.466546592
1.56080952
1.490248736
1.282774684
1.676452904
1.05691638
0.321236596
0.308926972
0.421639192
0.568528724
0.534933428
0.551037972
0.713430252
0.66844006
0.656903484
0.469523348
0.504952252
0.949491076
0.461543396
1.297381292
0.417629196
0.312611352
0.403182488
0.440228824
0.254600516
0.16390068
0.168441872
0.214478024
0.165602356
0.080050388
0.07813008
0.092500728
0.066242576
0.065485396
0.10586476
0.065618372
0.06523534
0.111602844
0.064901676
0.065080196
0.072501892
0.097843996
0.065588692
0.065483176
0.106516552
0.065920748
0.06554358
0.215651096
0.326850336
0.317216404
0.335627136
0.330883116
0.437150364
0.454588644
0.539923896
0.745692812
0.764001668
1.387923784
1.001448548
0.8185225
0.614406332
0.557291552
0.605746008
2.446143876
1.390812392
1.06283644
0.96652518
0.862223172
0.952534928
1.90592078
2.471055576
1.143494436
0.667151972
0.341754876
0.187415244
0.683914704
0.27923988
0.358157048
0.327280752
0.687187244
0.48165958
0.330704496
0.144355176
0.096740908
0.107365552
0.129223888
1.421145704
0.190989452
0.726838376
1.025014548
1.123750844
0.998488772
1.844399528
3.250161292
1.583240752
1.408845728
1.423547528
1.299450556
1.389161764
1.510364616
1.50697658
0.897416052
0.793334192
0.772605256
0.674212136
0.629875144
0.901657656
2.280685704
2.005581572
0.91938376
1.881241264
1.50726074
1.02414178
1.364570712
1.09833296
1.11332168
0.439001016
0.417034684
0.407350608
0.427040712
0.363788488
0.367022092
0.58622714
0.447717684
